CustID,app_date,is_bad,annual_income,residential_status,loan_purpose
C285047,8/20/14,0,37400,mortgage,personal loan
C285576,7/19/14,0,19900,mortgage,personal loan
C285579,8/16/14,0,51700,house_owner,auto
C285711,8/13/14,0,28700,rent,personal loan
C285752,7/17/14,0,53400,mortgage,personal loan
C285781,8/13/14,0,24400,rent,personal loan
C285864,7/23/14,0,27300,mortgage,debt_consolidation
C285911,7/28/14,0,31500,mortgage,business
C286600,8/19/14,0,55500,house_owner,auto
C286660,8/1/14,0,57300,mortgage,auto
C286751,8/24/14,1,133400,mortgage,business
C286871,9/2/14,0,31100,house_owner,auto
C286940,8/1/14,0,9100,rent,education
C286950,8/25/14,0,27100,rent,education
C287053,9/13/14,0,102300,rent,personal loan
C287067,8/27/14,0,44500,house_owner,auto
C287266,7/11/14,0,14200,mortgage,business
C287438,8/8/14,0,50100,mortgage,personal loan
C287467,7/6/14,0,174900,rent,personal loan
C287570,7/5/14,1,39100,mortgage,personal loan
C287888,8/7/14,0,33100,house_owner,auto
C288048,7/20/14,1,11400,house_owner,personal loan
C288165,7/25/14,0,13400,mortgage,personal loan
C288242,7/24/14,0,4300,rent,education
C288260,8/10/14,0,15900,mortgage,business
C288528,8/5/14,0,59900,rent,personal loan
C288591,8/19/14,0,54200,mortgage,auto
C288658,8/19/14,0,14500,rent,auto
C288974,9/9/14,0,80400,rent,education
C289035,8/25/14,0,127100,rent,personal loan
C289089,7/17/14,0,59900,rent,debt_consolidation
C289149,8/25/14,0,42500,house_owner,business
C289228,7/17/14,0,39900,rent,business
C289303,8/22/14,0,83100,house_owner,personal loan
C289334,8/5/14,0,51400,rent,business
C289432,9/27/14,0,23200,rent,education
C289512,7/27/14,0,73400,house_owner,personal loan
C289579,9/12/14,0,45300,rent,auto
C289660,8/1/14,1,182200,mortgage,education
C290092,8/8/14,0,46100,rent,personal loan
C290109,7/14/14,0,16300,rent,auto
C290128,9/2/14,0,25400,rent,personal loan
C290172,9/21/14,0,6700,house_owner,personal loan
C290323,8/17/14,0,102900,rent,business
C290362,7/26/14,0,1600,rent,personal loan
C290386,7/21/14,0,28100,rent,education
C290515,7/18/14,0,28500,mortgage,personal loan
C290536,7/24/14,0,243800,mortgage,debt_consolidation
C290634,7/19/14,0,4000,rent,business
C290696,7/19/14,0,33000,mortgage,personal loan
C290735,9/28/14,0,13800,mortgage,business
C290782,8/21/14,0,17600,rent,education
C290924,8/13/14,0,86500,rent,business
C291017,7/18/14,0,22300,rent,personal loan
C291054,8/3/14,0,62400,mortgage,business
C291064,8/31/14,1,9100,rent,personal loan
C291078,8/23/14,0,4200,rent,auto
C291124,9/27/14,0,135100,rent,auto
C291155,7/13/14,1,30000,rent,business
C291193,9/22/14,0,50100,rent,debt_consolidation
C291267,8/1/14,0,95900,mortgage,personal loan
C291355,8/18/14,0,4200,rent,business
C291360,9/26/14,0,144100,mortgage,personal loan
C291401,9/10/14,0,27100,rent,auto
C291416,8/3/14,0,111400,rent,auto
C291607,7/7/14,0,33500,rent,personal loan
C291752,9/20/14,0,97500,mortgage,auto
C291842,9/28/14,0,129400,mortgage,debt_consolidation
C291859,7/2/14,0,99300,mortgage,personal loan
C291898,9/5/14,1,18700,rent,education
C292087,9/23/14,0,52500,rent,education
C292129,8/23/14,0,46100,rent,business
C292178,8/6/14,0,38300,house_owner,auto
C292216,7/23/14,0,1000,mortgage,business
C292258,7/28/14,0,47900,house_owner,education
C292283,8/26/14,0,68000,rent,debt_consolidation
C292325,8/26/14,0,57500,mortgage,debt_consolidation
C292406,7/26/14,0,10800,rent,auto
C292478,7/11/14,0,308600,rent,personal loan
C292542,7/19/14,1,7800,rent,personal loan
C292553,8/17/14,0,11800,rent,education
C292603,7/3/14,0,54700,mortgage,auto
C292695,9/1/14,0,13100,rent,auto
C292801,9/22/14,0,32600,rent,business
C292818,7/8/14,1,73900,rent,personal loan
C292827,9/3/14,0,73600,rent,personal loan
C292887,9/17/14,0,7400,rent,debt_consolidation
C292898,7/6/14,0,26000,rent,personal loan
C292968,9/15/14,0,65800,rent,business
C293093,9/11/14,0,63900,mortgage,auto
C293138,8/12/14,0,107600,rent,business
C293160,9/6/14,0,62500,mortgage,personal loan
C293175,7/9/14,0,38800,rent,debt_consolidation
C293478,8/23/14,0,6000,rent,business
C293483,8/26/14,0,1000,rent,education
C293492,9/17/14,0,67600,house_owner,personal loan
C293524,7/12/14,0,54400,mortgage,auto
C293531,7/24/14,0,38100,mortgage,personal loan
C293542,7/31/14,0,78400,mortgage,personal loan
C293689,8/28/14,0,41900,rent,education
C293824,9/6/14,0,43400,mortgage,personal loan
C293825,8/22/14,0,32900,mortgage,personal loan
C293945,8/18/14,1,31400,rent,education
C293953,8/10/14,0,1000,mortgage,business
C293999,8/20/14,0,20000,rent,debt_consolidation
C294006,7/28/14,0,86000,mortgage,business
C294095,8/15/14,0,149800,rent,personal loan
C294302,7/21/14,0,20500,mortgage,education
C294326,7/1/14,0,42800,mortgage,personal loan
C294338,8/12/14,1,80500,rent,personal loan
C294357,7/22/14,1,31800,house_owner,business
C294534,7/7/14,0,57600,rent,debt_consolidation
C294610,7/11/14,0,20400,rent,education
C294710,8/24/14,0,62700,mortgage,auto
C294837,9/2/14,0,14400,house_owner,business
C294891,7/30/14,0,31900,rent,personal loan
C295046,7/30/14,0,10800,rent,personal loan
C295049,9/23/14,1,76800,house_owner,personal loan
C295057,7/3/14,0,33000,house_owner,business
C295283,9/25/14,0,38400,rent,auto
C295355,8/15/14,0,82300,rent,personal loan
C295421,7/27/14,0,19500,rent,auto
C295424,8/10/14,0,19900,mortgage,business
C295700,9/1/14,0,16600,rent,personal loan
C295747,9/15/14,0,43700,rent,personal loan
C295763,8/18/14,0,14700,rent,personal loan
C295793,9/26/14,0,101200,house_owner,debt_consolidation
C295803,9/16/14,0,69500,house_owner,personal loan
C295812,7/25/14,1,46300,house_owner,business
C295914,8/5/14,0,65300,mortgage,auto
C296110,8/24/14,0,35200,house_owner,personal loan
C296231,8/22/14,0,51100,mortgage,business
C296297,8/21/14,1,37600,mortgage,debt_consolidation
C296384,7/24/14,0,45800,rent,personal loan
C296689,9/28/14,0,22900,rent,business
C296816,9/25/14,0,10700,mortgage,personal loan
C297163,8/25/14,0,39700,rent,auto
C297238,8/7/14,0,3300,rent,education
C297299,7/5/14,1,16200,rent,personal loan
C297383,9/7/14,0,25200,rent,debt_consolidation
C297669,9/16/14,0,18700,house_owner,debt_consolidation
C297761,9/28/14,1,58400,mortgage,personal loan
C297899,9/21/14,0,76300,house_owner,personal loan
C297941,9/12/14,0,116200,house_owner,personal loan
C298295,8/24/14,0,53900,rent,personal loan
C298324,8/25/14,0,22100,mortgage,auto
C298340,8/5/14,0,21800,rent,personal loan
C298350,9/12/14,0,53200,house_owner,debt_consolidation
C298383,8/30/14,0,42300,house_owner,personal loan
C298409,7/23/14,0,19800,mortgage,personal loan
C298522,8/30/14,0,27700,rent,business
C298637,8/31/14,1,24000,rent,auto
C298738,7/24/14,1,83600,mortgage,business
C298747,8/6/14,1,111900,mortgage,personal loan
C298815,7/23/14,0,58100,house_owner,personal loan
C298834,7/26/14,0,38900,mortgage,debt_consolidation
C298987,8/12/14,0,23800,rent,auto
C299389,8/24/14,0,45200,rent,auto
C299422,8/10/14,0,61100,house_owner,personal loan
C299538,9/12/14,0,59300,rent,business
C299549,7/26/14,0,92500,rent,business
C299556,7/30/14,0,1000,rent,personal loan
C299745,8/5/14,1,8300,rent,business
C299747,7/27/14,0,37900,rent,business
C299797,7/31/14,0,35000,house_owner,debt_consolidation
C299803,8/26/14,0,10200,rent,personal loan
C299885,9/9/14,0,115800,mortgage,auto
C299889,7/31/14,0,17300,rent,personal loan
C299908,7/28/14,0,81100,mortgage,business
C299923,7/26/14,0,80000,rent,auto
C299955,9/21/14,0,49700,mortgage,auto
C300024,9/2/14,0,44100,rent,personal loan
C300188,8/1/14,0,64000,house_owner,personal loan
C300310,7/21/14,0,30200,rent,personal loan
C300419,8/18/14,0,114400,house_owner,debt_consolidation
C300499,7/9/14,0,59800,house_owner,business
C300966,9/17/14,0,20600,rent,business
C301076,7/23/14,0,23400,mortgage,auto
C301180,8/14/14,0,16300,rent,personal loan
C301259,7/18/14,0,13900,rent,auto
C301265,7/11/14,0,33200,rent,education
C301450,7/12/14,0,129200,mortgage,auto
C301485,9/1/14,0,9400,house_owner,auto
C301692,9/14/14,0,108100,rent,auto
C301706,9/27/14,0,59600,rent,debt_consolidation
C301723,9/13/14,0,61300,rent,business
C301846,7/17/14,0,45300,rent,auto
C301856,8/18/14,0,69500,house_owner,personal loan
C302096,8/17/14,0,113400,mortgage,personal loan
C302123,8/19/14,0,48600,rent,business
C302475,8/4/14,1,52600,mortgage,auto
C302514,9/17/14,0,54500,mortgage,auto
C302616,7/12/14,0,21800,rent,education
C302661,8/26/14,1,1300,rent,personal loan
C302783,7/4/14,0,66800,house_owner,business
C302832,9/16/14,0,31700,rent,auto
C303155,8/25/14,1,65700,house_owner,business
C303230,9/15/14,0,3300,rent,personal loan
C303285,9/26/14,0,41800,mortgage,business
C303293,7/23/14,0,145100,house_owner,education
C303388,8/21/14,0,18200,rent,auto
C303405,8/25/14,0,36700,house_owner,education
C303471,8/26/14,1,20100,house_owner,debt_consolidation
C303589,7/20/14,0,26900,rent,business
C303798,9/17/14,0,94800,rent,debt_consolidation
C303883,8/5/14,0,67100,mortgage,personal loan
C303922,7/14/14,1,53100,mortgage,personal loan
C303964,9/8/14,0,38000,rent,education
C304162,9/14/14,0,23300,rent,auto
C304173,7/17/14,0,47600,mortgage,business
C304359,9/7/14,0,123400,mortgage,debt_consolidation
C304378,9/19/14,0,11600,rent,personal loan
C304404,7/20/14,0,91700,mortgage,education
C304481,8/4/14,0,146200,mortgage,auto
C304580,7/17/14,1,20300,mortgage,auto
C304643,7/13/14,0,33800,rent,auto
C304652,7/20/14,0,23100,rent,business
C304657,7/28/14,0,30100,rent,personal loan
C304669,9/18/14,0,77100,house_owner,education
C304680,7/23/14,0,12700,house_owner,personal loan
C304731,7/12/14,0,63500,house_owner,debt_consolidation
C304853,9/14/14,0,38600,mortgage,education
C305163,9/28/14,0,36000,house_owner,debt_consolidation
C305295,9/26/14,1,98100,mortgage,business
C305452,7/28/14,0,19800,rent,education
C305561,8/27/14,0,1000,rent,debt_consolidation
C305741,7/9/14,0,71400,mortgage,personal loan
C306037,9/16/14,0,1000,rent,personal loan
C306190,9/15/14,0,87300,house_owner,personal loan
C306449,7/16/14,0,52800,mortgage,debt_consolidation
C306591,9/19/14,0,18200,rent,personal loan
C306780,7/5/14,0,6900,mortgage,business
C306807,8/27/14,0,93800,rent,business
C306824,7/30/14,0,66600,rent,education
C306841,8/8/14,0,35700,rent,personal loan
C306952,9/6/14,0,79300,mortgage,auto
C306972,8/30/14,0,35700,house_owner,debt_consolidation
C307190,7/24/14,0,87400,rent,auto
C307249,7/29/14,0,53700,house_owner,personal loan
C307273,8/7/14,0,1000,rent,personal loan
C307302,7/29/14,0,183800,mortgage,personal loan
C307334,9/3/14,0,65700,rent,personal loan
C307367,7/29/14,0,38000,rent,personal loan
C307385,7/10/14,0,78900,rent,education
C307462,9/3/14,0,37700,rent,debt_consolidation
C307506,7/17/14,0,34600,rent,auto
C307514,7/31/14,0,32500,rent,education
C307655,7/7/14,0,84900,mortgage,personal loan
C307764,8/7/14,0,31500,mortgage,education
C308017,8/10/14,0,12000,house_owner,business
C308248,9/17/14,0,110700,mortgage,personal loan
C308255,9/27/14,0,80800,house_owner,business
C308371,8/22/14,0,9200,mortgage,personal loan
C308391,9/26/14,0,53600,rent,business
C308455,8/3/14,0,34200,rent,business
C308487,7/29/14,0,3000,rent,personal loan
C308583,9/25/14,0,71700,mortgage,personal loan
C308799,8/27/14,0,33700,mortgage,education
C308805,7/19/14,0,82500,mortgage,business
C309000,9/12/14,0,23000,rent,debt_consolidation
C309077,7/31/14,0,20600,rent,business
C309157,7/4/14,0,55400,rent,personal loan
C309196,7/13/14,0,121600,rent,business
C309218,7/7/14,0,54500,rent,business
C309240,7/10/14,0,47800,mortgage,education
C309298,8/22/14,0,29000,rent,personal loan
C309340,8/9/14,0,37300,rent,business
C309352,7/15/14,0,53400,rent,debt_consolidation
C309406,9/11/14,0,10200,rent,auto
C309462,8/18/14,0,5700,rent,personal loan
C309520,9/7/14,0,35100,mortgage,auto
C309530,9/15/14,0,55900,mortgage,debt_consolidation
C309622,8/13/14,0,36800,mortgage,personal loan
C309687,7/13/14,0,11900,mortgage,personal loan
C309776,7/15/14,0,83000,rent,debt_consolidation
C310187,9/3/14,0,83100,mortgage,business
C310214,7/18/14,0,29100,mortgage,business
C310381,8/14/14,0,50700,rent,business
C310589,7/6/14,0,326000,rent,education
C310635,7/8/14,1,84000,house_owner,auto
C310939,7/19/14,1,70300,mortgage,auto
C311131,9/5/14,0,75500,house_owner,personal loan
C311178,8/17/14,0,99300,mortgage,personal loan
C311473,8/23/14,0,92800,mortgage,personal loan
C311480,7/29/14,1,5900,rent,auto
C311544,7/29/14,0,73600,rent,education
C311546,7/1/14,0,32700,rent,personal loan
C311553,9/17/14,0,108500,house_owner,auto
C311659,9/4/14,0,67900,mortgage,auto
C311691,8/30/14,0,59700,rent,business
C311724,7/25/14,0,17600,rent,personal loan
C311767,8/4/14,0,25200,mortgage,auto
C311908,8/5/14,0,26500,rent,auto
C311971,9/14/14,0,17100,rent,debt_consolidation
C311977,7/24/14,0,165400,mortgage,personal loan
C312116,7/10/14,0,13100,rent,auto
C312159,7/29/14,1,51900,rent,business
C312221,8/9/14,1,29600,rent,auto
C312235,8/30/14,0,44000,rent,debt_consolidation
C312261,7/14/14,0,42800,rent,education
C312290,8/5/14,1,29600,rent,business
C312362,7/21/14,0,34100,mortgage,debt_consolidation
C312640,7/21/14,0,31000,house_owner,auto
C312776,7/19/14,0,108500,rent,personal loan
C312891,8/2/14,0,11200,rent,personal loan
C313054,9/17/14,1,124100,mortgage,business
C313098,9/14/14,0,31100,rent,business
C313246,9/18/14,0,66300,rent,personal loan
C313393,8/31/14,0,82400,rent,auto
C313395,7/1/14,0,16100,house_owner,personal loan
C313679,7/5/14,0,37300,mortgage,personal loan
C313691,8/14/14,0,54200,rent,education
C313914,8/15/14,0,48500,rent,auto
C313988,8/30/14,0,4900,rent,auto
C314325,9/13/14,0,51300,rent,personal loan
C314431,9/20/14,0,52400,mortgage,education
C314462,8/30/14,0,43700,house_owner,debt_consolidation
C314575,8/3/14,0,98500,rent,personal loan
C314731,7/5/14,0,14600,house_owner,personal loan
C314944,9/18/14,0,73300,mortgage,personal loan
C315147,9/9/14,0,1000,rent,auto
C315200,7/16/14,0,9000,rent,education
C315258,8/4/14,1,10300,rent,business
C315360,8/2/14,0,44400,rent,personal loan
C315362,8/11/14,0,82600,mortgage,personal loan
C315385,8/21/14,1,68300,house_owner,debt_consolidation
C315491,7/16/14,0,14500,mortgage,auto
C315555,9/11/14,0,72000,mortgage,business
C315630,8/18/14,0,106500,mortgage,auto
C315691,8/17/14,0,80600,mortgage,auto
C315750,7/12/14,0,21900,rent,business
C316191,8/16/14,0,106300,house_owner,personal loan
C316348,7/4/14,1,164200,rent,business
C316357,8/10/14,0,105200,rent,personal loan
C316374,9/27/14,0,50000,house_owner,auto
C316506,8/27/14,0,17000,rent,business
C316672,8/17/14,0,21700,rent,auto
C316709,8/2/14,0,57300,rent,auto
C316914,7/26/14,0,85500,mortgage,business
C316929,7/28/14,0,71200,mortgage,personal loan
C316935,7/10/14,0,53300,house_owner,personal loan
C317012,8/12/14,0,38500,mortgage,personal loan
C317128,7/10/14,0,101700,rent,education
C317222,7/28/14,0,98800,mortgage,personal loan
C317436,9/23/14,0,61800,house_owner,debt_consolidation
C317474,7/14/14,1,31000,rent,education
C317525,9/22/14,0,103400,rent,education
C317609,7/27/14,0,71000,house_owner,auto
C317728,9/26/14,1,13400,rent,business
C318008,9/12/14,0,16000,rent,debt_consolidation
C318041,7/21/14,0,73800,rent,personal loan
C318054,7/29/14,0,34300,mortgage,business
C318056,7/31/14,0,197600,rent,personal loan
C318094,9/17/14,0,64900,mortgage,personal loan
C318175,7/23/14,0,133300,house_owner,education
C318324,7/5/14,0,97000,house_owner,personal loan
C318334,8/15/14,0,3000,mortgage,business
C318419,8/8/14,0,9000,rent,auto
C318502,8/14/14,0,71800,rent,business
C318515,8/7/14,0,52900,house_owner,personal loan
C318666,7/15/14,0,10700,mortgage,debt_consolidation
C318832,8/2/14,0,25600,rent,business
C318918,8/5/14,0,15100,rent,personal loan
C318948,8/13/14,0,47600,rent,auto
C319131,8/13/14,0,87700,house_owner,debt_consolidation
C319225,7/30/14,1,84300,rent,business
C319226,8/24/14,0,47200,mortgage,business
C319235,8/15/14,1,24900,rent,education
C319596,8/15/14,0,109600,mortgage,auto
C319618,9/9/14,0,91500,mortgage,business
C319644,9/27/14,0,15900,rent,business
C319769,8/18/14,0,24000,mortgage,auto
C319821,9/14/14,0,53100,rent,personal loan
C319876,8/21/14,0,6500,rent,debt_consolidation
C319882,7/21/14,0,37100,rent,personal loan
C320114,8/17/14,0,19600,rent,business
C320161,8/15/14,0,6100,rent,personal loan
C320399,8/1/14,0,58500,house_owner,business
C320460,8/27/14,0,126500,house_owner,auto
C320475,8/19/14,0,9000,house_owner,auto
C320490,9/16/14,0,107800,house_owner,personal loan
C320535,9/10/14,0,56200,rent,personal loan
C320558,7/5/14,0,315300,rent,business
C320668,7/14/14,0,25900,rent,personal loan
C320884,9/3/14,0,41300,rent,auto
C321011,7/10/14,0,22900,rent,personal loan
C321022,9/22/14,0,43800,mortgage,business
C321255,9/8/14,0,38000,house_owner,personal loan
C321301,8/11/14,0,26400,house_owner,personal loan
C321544,7/15/14,0,61100,mortgage,personal loan
C321588,8/20/14,0,109700,house_owner,education
C321671,8/15/14,0,72600,house_owner,debt_consolidation
C321682,8/20/14,1,53600,rent,auto
C321742,9/19/14,0,20500,rent,business
C322106,7/15/14,0,137400,house_owner,business
C322327,9/26/14,0,29800,rent,debt_consolidation
C322355,8/22/14,0,75400,mortgage,business
C322587,9/20/14,0,11500,rent,personal loan
C322858,9/18/14,0,57100,mortgage,debt_consolidation
C323071,7/16/14,0,15100,rent,auto
C323227,7/25/14,0,3500,rent,education
C323335,9/17/14,0,22600,rent,personal loan
C323424,9/10/14,0,127300,rent,business
C323510,7/25/14,0,128100,mortgage,personal loan
C323571,7/1/14,0,62300,mortgage,debt_consolidation
C323607,9/3/14,0,62400,house_owner,business
C323751,7/7/14,0,40400,rent,business
C323768,7/13/14,0,37700,rent,auto
C324031,9/21/14,0,33600,house_owner,personal loan
C324170,8/19/14,0,142500,mortgage,personal loan
C324244,8/9/14,0,2700,rent,auto
C324450,7/24/14,0,52700,rent,debt_consolidation
C324679,7/1/14,0,59500,rent,personal loan
C324681,8/31/14,0,13400,rent,business
C324814,7/3/14,0,33600,house_owner,auto
C324823,9/16/14,0,82300,rent,personal loan
C324833,7/19/14,0,59800,house_owner,personal loan
C324920,8/21/14,0,47500,rent,personal loan
C324948,7/8/14,0,57900,house_owner,business
C325105,7/3/14,0,56300,house_owner,business
C325168,8/19/14,0,84500,mortgage,personal loan
C325280,8/11/14,0,152900,mortgage,personal loan
C325285,9/16/14,1,42500,mortgage,debt_consolidation
C325320,9/14/14,0,33300,rent,personal loan
